defect_id,product_id,defect_type,defect_date,defect_location,severity,inspection_method,repair_cost,Assembly_Station,Shift,Inspector_ID,Defect_Present,Total_Units_Produced,Units_Passed_First_Time,Units_Reworked,Units_Rejected,Specific_Defect_Type,Root_Cause,Corrective_Action,Preventive_Action,Implementation_Status,Defect_Risk_Probability
312,47,Cosmetic,10/24/2025,Component,Minor,Manual Testing,471.27,strap,3,I-102,1,463,340,14,109,Movement error,Calibration issue,Reset machine,Daily checks,In Progress,0.7391
313,82,Cosmetic,01/28/2026,Surface,Moderate,Visual Inspection,732.6,movement,1,I-103,1,240,214,13,13,Movement error,Calibration issue,Reset machine,Daily checks,Pending,0.8095
314,36,Cosmetic,10/20/2025,Component,Minor,Automated Testing,865.3,strap,2,I-102,0,272,222,4,46,Case damage,Machine fault,Replace part,Routine maintenance,Completed,0.7565
315,40,Functional,09/15/2025,Internal,Minor,Automated Testing,49.2,strap,2,I-102,1,109,91,3,15,Movement error,Calibration issue,Reset machine,Daily checks,Pending,0.7565
316,28,Cosmetic,02/08/2026,Surface,Critical,Manual Testing,567.72,movement,2,I-103,1,327,311,47,-31,Movement error,Calibration issue,Reset machine,Daily checks,In Progress,0.7948
317,31,Cosmetic,09/09/2025,Surface,Moderate,Visual Inspection,490.53,strap,1,I-102,1,364,345,25,-6,Movement error,Calibration issue,Reset machine,Daily checks,Pending,0.7731
318,34,Functional,11/02/2025,Component,Minor,Manual Testing,11.38,dial,2,I-102,0,347,322,34,-9,Movement error,Calibration issue,Reset machine,Daily checks,In Progress,0.8352
319,56,Functional,10/24/2025,Component,Moderate,Visual Inspection,409.72,strap,3,I-102,1,346,291,38,17,Dial scratch,Handling error,Operator training,Visual inspection,Pending,0.7391
320,45,Functional,09/05/2025,Component,Minor,Visual Inspection,515.07,case,3,I-102,1,254,230,15,9,Dial scratch,Handling error,Operator training,Visual inspection,Completed,0.8139
321,32,Structural,02/05/2026,Component,Moderate,Visual Inspection,42.44,movement,1,I-103,1,133,112,4,17,Dial scratch,Handling error,Operator training,Visual inspection,Completed,0.8095
322,54,Functional,01/29/2026,Internal,Critical,Automated Testing,883.58,dial,3,I-102,1,228,215,8,5,Dial scratch,Handling error,Operator training,Visual inspection,Completed,0.8221
323,44,Structural,02/07/2026,Internal,Minor,Automated Testing,624.98,movement,3,I-102,0,259,210,13,36,Loose strap,Improper torque,Recalibrate tool,Set SOP,In Progress,0.7955
324,97,Functional,12/06/2025,Component,Minor,Manual Testing,195.74,case,1,I-103,1,188,182,18,-12,Dial scratch,Handling error,Operator training,Visual inspection,In Progress,0.8269
325,15,Functional,12/15/2025,Internal,Moderate,Manual Testing,241.22,case,2,I-104,1,192,184,12,-4,Movement error,Calibration issue,Reset machine,Daily checks,Completed,0.8508
326,97,Cosmetic,12/29/2025,Component,Minor,Manual Testing,441.18,case,2,I-101,0,426,386,4,36,Dial scratch,Handling error,Operator training,Visual inspection,In Progress,0.7618
327,17,Structural,12/01/2025,Component,Critical,Manual Testing,274.09,strap,2,I-104,1,340,264,28,48,Dial scratch,Handling error,Operator training,Visual inspection,Pending,0.7869
328,91,Functional,02/07/2026,Surface,Moderate,Visual Inspection,268.52,strap,1,I-103,1,422,310,58,54,Case damage,Machine fault,Replace part,Routine maintenance,Completed,0.7558
329,92,Structural,09/02/2025,Component,Critical,Automated Testing,170.44,movement,3,I-101,1,216,202,26,-12,Movement error,Calibration issue,Reset machine,Daily checks,In Progress,0.7216
330,72,Functional,10/31/2025,Component,Moderate,Automated Testing,386.43,movement,2,I-103,1,193,144,24,25,Dial scratch,Handling error,Operator training,Visual inspection,Pending,0.7948
331,74,Functional,10/31/2025,Surface,Minor,Manual Testing,970.98,dial,2,I-103,1,262,246,31,-15,Dial scratch,Handling error,Operator training,Visual inspection,Pending,0.8216
332,7,Functional,01/15/2026,Component,Minor,Automated Testing,751.73,dial,1,I-102,1,198,165,10,23,Dial scratch,Handling error,Operator training,Visual inspection,Pending,0.8475
333,24,Functional,12/22/2025,Component,Minor,Automated Testing,285.85,movement,2,I-101,1,212,172,24,16,Loose strap,Improper torque,Recalibrate tool,Set SOP,In Progress,0.7398
334,10,Structural,11/14/2025,Internal,Critical,Manual Testing,478.75,strap,1,I-102,1,458,436,13,9,Dial scratch,Handling error,Operator training,Visual inspection,Pending,0.7731
335,26,Cosmetic,10/30/2025,Surface,Minor,Automated Testing,884.79,case,3,I-101,0,190,165,19,6,Case damage,Machine fault,Replace part,Routine maintenance,Pending,0.7446
336,92,Cosmetic,12/13/2025,Surface,Moderate,Automated Testing,44.73,movement,1,I-103,1,445,383,44,18,Movement error,Calibration issue,Reset machine,Daily checks,Pending,0.8095
337,68,Cosmetic,01/23/2026,Component,Minor,Automated Testing,952.79,dial,1,I-103,1,305,261,4,40,Movement error,Calibration issue,Reset machine,Daily checks,In Progress,0.8347
338,31,Cosmetic,09/03/2025,Component,Moderate,Manual Testing,959.59,strap,1,I-104,1,116,93,13,10,Dial scratch,Handling error,Operator training,Visual inspection,Completed,0.8019
339,41,Structural,10/16/2025,Component,Moderate,Visual Inspection,312.25,movement,1,I-101,1,373,343,50,-20,Dial scratch,Handling error,Operator training,Visual inspection,In Progress,0.7571
340,95,Cosmetic,02/22/2026,Component,Minor,Visual Inspection,658.47,movement,3,I-102,1,272,209,12,51,Dial scratch,Handling error,Operator training,Visual inspection,Pending,0.7955
341,17,Functional,01/02/2026,Surface,Minor,Manual Testing,243.25,strap,3,I-104,1,215,207,26,-18,Movement error,Calibration issue,Reset machine,Daily checks,Pending,0.771
342,4,Cosmetic,01/23/2026,Internal,Moderate,Automated Testing,199.65,movement,2,I-104,0,448,425,9,14,Movement error,Calibration issue,Reset machine,Daily checks,Completed,0.8352
343,96,Functional,09/30/2025,Component,Minor,Visual Inspection,471.43,strap,3,I-104,1,280,222,26,32,Loose strap,Improper torque,Recalibrate tool,Set SOP,In Progress,0.771
344,81,Functional,10/07/2025,Component,Moderate,Visual Inspection,756.85,case,3,I-102,1,190,171,14,5,Case damage,Machine fault,Replace part,Routine maintenance,In Progress,0.8139
345,61,Structural,01/30/2026,Internal,Critical,Visual Inspection,369.06,strap,2,I-104,1,181,155,15,11,Loose strap,Improper torque,Recalibrate tool,Set SOP,Pending,0.7869
346,97,Cosmetic,02/13/2026,Surface,Minor,Manual Testing,326.19,strap,3,I-102,1,423,336,59,28,Case damage,Machine fault,Replace part,Routine maintenance,Completed,0.7391
347,90,Functional,01/18/2026,Component,Minor,Visual Inspection,22.07,strap,1,I-104,1,213,208,28,-23,Loose strap,Improper torque,Recalibrate tool,Set SOP,In Progress,0.8019
348,29,Cosmetic,12/18/2025,Component,Critical,Visual Inspection,825.33,movement,1,I-102,1,356,251,42,63,Movement error,Calibration issue,Reset machine,Daily checks,Pending,0.8238
349,45,Cosmetic,09/20/2025,Surface,Minor,Automated Testing,697.77,movement,2,I-103,1,157,121,7,29,Loose strap,Improper torque,Recalibrate tool,Set SOP,Pending,0.7948
350,33,Structural,01/17/2026,Component,Moderate,Visual Inspection,417.1,strap,2,I-103,1,253,213,34,6,Case damage,Machine fault,Replace part,Routine maintenance,In Progress,0.7384
351,44,Cosmetic,02/06/2026,Surface,Minor,Visual Inspection,74.81,movement,2,I-103,1,464,392,10,62,Dial scratch,Handling error,Operator training,Visual inspection,Completed,0.7948
352,30,Functional,10/25/2025,Surface,Minor,Visual Inspection,104.54,dial,1,I-103,0,215,185,27,3,Case damage,Machine fault,Replace part,Routine maintenance,Completed,0.8347
353,29,Functional,02/13/2026,Component,Critical,Manual Testing,480.07,dial,3,I-103,1,442,402,24,16,Dial scratch,Handling error,Operator training,Visual inspection,In Progress,0.8077
354,26,Structural,11/12/2025,Surface,Minor,Manual Testing,842.37,movement,1,I-104,1,365,319,6,40,Movement error,Calibration issue,Reset machine,Daily checks,Completed,0.8475
355,18,Cosmetic,11/11/2025,Internal,Critical,Manual Testing,422.03,movement,2,I-104,1,414,359,42,13,Case damage,Machine fault,Replace part,Routine maintenance,Pending,0.8352
356,9,Functional,10/04/2025,Internal,Critical,Visual Inspection,161.41,strap,3,I-104,0,302,215,12,75,Loose strap,Improper torque,Recalibrate tool,Set SOP,In Progress,0.771
357,50,Cosmetic,10/09/2025,Component,Critical,Visual Inspection,361.26,case,3,I-102,0,140,112,6,22,Case damage,Machine fault,Replace part,Routine maintenance,In Progress,0.8139
358,71,Cosmetic,01/16/2026,Surface,Critical,Automated Testing,999.25,movement,1,I-102,1,204,156,10,38,Dial scratch,Handling error,Operator training,Visual inspection,Pending,0.8238
359,27,Functional,10/18/2025,Internal,Critical,Automated Testing,495.53,dial,2,I-102,0,488,377,9,102,Movement error,Calibration issue,Reset machine,Daily checks,Completed,0.8352
360,82,Functional,02/01/2026,Internal,Moderate,Visual Inspection,40.89,strap,1,I-102,1,477,407,16,54,Loose strap,Improper torque,Recalibrate tool,Set SOP,Pending,0.7731
361,19,Functional,02/06/2026,Component,Moderate,Manual Testing,444.31,movement,3,I-103,1,292,220,3,69,Case damage,Machine fault,Replace part,Routine maintenance,In Progress,0.7794
362,45,Structural,02/19/2026,Surface,Minor,Manual Testing,739.69,dial,1,I-103,1,377,294,27,56,Dial scratch,Handling error,Operator training,Visual inspection,In Progress,0.8347
363,12,Structural,02/19/2026,Internal,Minor,Visual Inspection,577.64,dial,1,I-103,0,453,347,9,97,Loose strap,Improper torque,Recalibrate tool,Set SOP,In Progress,0.8347
364,54,Functional,11/20/2025,Component,Minor,Visual Inspection,230.65,case,2,I-101,1,336,324,35,-23,Movement error,Calibration issue,Reset machine,Daily checks,In Progress,0.7618
365,40,Structural,12/10/2025,Component,Minor,Manual Testing,692.1,strap,2,I-104,0,320,308,13,-1,Loose strap,Improper torque,Recalibrate tool,Set SOP,Pending,0.7869
366,95,Functional,12/04/2025,Internal,Critical,Visual Inspection,378.29,strap,3,I-102,0,167,145,23,-1,Movement error,Calibration issue,Reset machine,Daily checks,Completed,0.7391
367,21,Functional,09/23/2025,Internal,Moderate,Visual Inspection,584.9,case,1,I-102,1,296,283,39,-26,Loose strap,Improper torque,Recalibrate tool,Set SOP,In Progress,0.8402
368,35,Functional,10/31/2025,Internal,Moderate,Visual Inspection,39.01,case,1,I-103,1,355,326,17,12,Case damage,Machine fault,Replace part,Routine maintenance,In Progress,0.8269
369,47,Functional,09/26/2025,Internal,Critical,Visual Inspection,899.07,strap,1,I-102,1,238,205,28,5,Dial scratch,Handling error,Operator training,Visual inspection,Completed,0.7731
370,93,Structural,09/27/2025,Internal,Minor,Visual Inspection,96.04,strap,3,I-102,1,411,288,50,73,Case damage,Machine fault,Replace part,Routine maintenance,Completed,0.7391
371,74,Structural,09/02/2025,Internal,Moderate,Visual Inspection,269.99,movement,3,I-104,1,248,227,36,-15,Case damage,Machine fault,Replace part,Routine maintenance,Pending,0.8221
372,76,Cosmetic,01/13/2026,Surface,Minor,Visual Inspection,996.49,movement,2,I-103,1,198,177,18,3,Movement error,Calibration issue,Reset machine,Daily checks,Completed,0.7948
373,92,Functional,09/11/2025,Surface,Moderate,Manual Testing,573.22,case,2,I-104,1,175,152,3,20,Movement error,Calibration issue,Reset machine,Daily checks,Pending,0.8508
374,5,Structural,02/12/2026,Internal,Moderate,Visual Inspection,694.03,movement,2,I-101,1,381,347,38,-4,Movement error,Calibration issue,Reset machine,Daily checks,Pending,0.7398
375,48,Functional,01/09/2026,Internal,Minor,Visual Inspection,963.03,dial,1,I-101,0,470,396,45,29,Case damage,Machine fault,Replace part,Routine maintenance,In Progress,0.7874
376,54,Functional,09/10/2025,Component,Moderate,Manual Testing,118.46,movement,1,I-101,1,208,186,20,2,Loose strap,Improper torque,Recalibrate tool,Set SOP,Completed,0.7571
377,97,Structural,09/16/2025,Component,Moderate,Automated Testing,773.47,movement,2,I-103,0,287,276,15,-4,Loose strap,Improper torque,Recalibrate tool,Set SOP,Pending,0.7948
378,41,Structural,02/11/2026,Surface,Minor,Visual Inspection,180.86,dial,1,I-102,1,298,239,38,21,Case damage,Machine fault,Replace part,Routine maintenance,In Progress,0.8475
379,34,Cosmetic,12/05/2025,Surface,Minor,Manual Testing,18.61,case,2,I-103,1,402,361,58,-17,Case damage,Machine fault,Replace part,Routine maintenance,Pending,0.8134
380,25,Cosmetic,12/10/2025,Component,Critical,Manual Testing,176.96,dial,3,I-103,1,426,354,17,55,Dial scratch,Handling error,Operator training,Visual inspection,Completed,0.8077
381,27,Cosmetic,09/07/2025,Surface,Moderate,Visual Inspection,32.44,movement,2,I-102,1,253,224,5,24,Movement error,Calibration issue,Reset machine,Daily checks,In Progress,0.81
382,74,Cosmetic,10/13/2025,Component,Minor,Manual Testing,351.27,case,3,I-104,1,139,126,5,8,Movement error,Calibration issue,Reset machine,Daily checks,In Progress,0.8387
383,51,Functional,09/05/2025,Component,Critical,Visual Inspection,303.16,movement,1,I-101,0,232,165,28,39,Case damage,Machine fault,Replace part,Routine maintenance,Pending,0.7571
384,98,Cosmetic,01/04/2026,Internal,Critical,Automated Testing,404.15,dial,2,I-104,1,231,203,24,4,Case damage,Machine fault,Replace part,Routine maintenance,Completed,0.8576
385,83,Structural,09/10/2025,Internal,Moderate,Automated Testing,800.76,dial,1,I-101,1,378,288,37,53,Loose strap,Improper torque,Recalibrate tool,Set SOP,Completed,0.7874
386,60,Structural,09/29/2025,Surface,Moderate,Visual Inspection,321.45,movement,3,I-103,1,461,409,30,22,Case damage,Machine fault,Replace part,Routine maintenance,In Progress,0.7794
387,84,Functional,10/15/2025,Surface,Critical,Manual Testing,510.38,strap,3,I-101,0,183,152,16,15,Loose strap,Improper torque,Recalibrate tool,Set SOP,In Progress,0.6538
388,32,Structural,10/18/2025,Internal,Minor,Automated Testing,883.92,strap,3,I-103,1,498,456,26,16,Case damage,Machine fault,Replace part,Routine maintenance,Completed,0.7202
389,49,Structural,12/16/2025,Internal,Minor,Automated Testing,918.87,dial,1,I-104,1,341,250,26,65,Dial scratch,Handling error,Operator training,Visual inspection,Pending,0.8685
390,1,Structural,01/18/2026,Surface,Critical,Automated Testing,564.46,dial,1,I-103,1,215,188,26,1,Dial scratch,Handling error,Operator training,Visual inspection,Completed,0.8347
391,7,Functional,02/02/2026,Internal,Minor,Visual Inspection,889.4,strap,1,I-104,1,208,161,30,17,Loose strap,Improper torque,Recalibrate tool,Set SOP,Completed,0.8019
392,81,Functional,10/26/2025,Component,Critical,Automated Testing,197.87,strap,1,I-102,1,320,300,44,-24,Movement error,Calibration issue,Reset machine,Daily checks,Pending,0.7731
393,24,Cosmetic,02/08/2026,Surface,Critical,Visual Inspection,786.6,movement,3,I-102,1,491,471,69,-49,Dial scratch,Handling error,Operator training,Visual inspection,In Progress,0.7955
394,37,Functional,01/03/2026,Internal,Moderate,Manual Testing,740.36,movement,3,I-102,1,140,137,9,-6,Loose strap,Improper torque,Recalibrate tool,Set SOP,Pending,0.7955
395,81,Functional,11/04/2025,Surface,Critical,Automated Testing,667.24,strap,2,I-103,0,467,430,35,2,Case damage,Machine fault,Replace part,Routine maintenance,In Progress,0.7384
396,84,Cosmetic,09/09/2025,Surface,Critical,Visual Inspection,77.72,movement,2,I-102,1,246,224,26,-4,Case damage,Machine fault,Replace part,Routine maintenance,In Progress,0.81
397,79,Functional,12/16/2025,Surface,Moderate,Visual Inspection,106.59,movement,1,I-101,0,211,160,29,22,Loose strap,Improper torque,Recalibrate tool,Set SOP,In Progress,0.7571
398,3,Structural,10/21/2025,Surface,Minor,Manual Testing,529.16,case,3,I-104,1,202,160,6,36,Movement error,Calibration issue,Reset machine,Daily checks,In Progress,0.8387
399,50,Functional,12/07/2025,Surface,Critical,Manual Testing,94.34,movement,3,I-104,1,145,120,7,18,Loose strap,Improper torque,Recalibrate tool,Set SOP,Pending,0.8221
400,44,Cosmetic,12/12/2025,Component,Moderate,Manual Testing,97.53,dial,3,I-101,1,423,387,12,24,Loose strap,Improper torque,Recalibrate tool,Set SOP,In Progress,0.755
401,34,Functional,12/19/2025,Internal,Critical,Automated Testing,500.88,movement,2,I-103,1,477,456,45,-24,Dial scratch,Handling error,Operator training,Visual inspection,Pending,0.7948
402,41,Functional,10/24/2025,Internal,Minor,Manual Testing,477.42,movement,2,I-103,0,370,278,19,73,Loose strap,Improper torque,Recalibrate tool,Set SOP,Completed,0.7948
403,6,Cosmetic,01/08/2026,Surface,Minor,Manual Testing,810.57,strap,3,I-104,0,484,463,26,-5,Loose strap,Improper torque,Recalibrate tool,Set SOP,Pending,0.771
404,47,Structural,12/31/2025,Surface,Minor,Automated Testing,945.16,dial,3,I-102,1,294,263,5,26,Case damage,Machine fault,Replace part,Routine maintenance,Completed,0.8221
405,4,Functional,11/23/2025,Internal,Minor,Visual Inspection,325.31,movement,3,I-103,1,466,405,27,34,Dial scratch,Handling error,Operator training,Visual inspection,In Progress,0.7794
406,39,Functional,12/11/2025,Component,Moderate,Visual Inspection,810.44,movement,2,I-103,0,379,286,49,44,Case damage,Machine fault,Replace part,Routine maintenance,In Progress,0.7948
407,10,Functional,01/29/2026,Internal,Critical,Visual Inspection,623.76,case,3,I-101,1,382,273,16,93,Case damage,Machine fault,Replace part,Routine maintenance,Completed,0.7446
408,45,Structural,02/23/2026,Internal,Minor,Visual Inspection,375.28,movement,3,I-101,1,139,119,14,6,Movement error,Calibration issue,Reset machine,Daily checks,In Progress,0.7216
409,46,Functional,11/04/2025,Surface,Minor,Automated Testing,474.48,movement,1,I-102,1,288,254,28,6,Movement error,Calibration issue,Reset machine,Daily checks,In Progress,0.8238
410,5,Cosmetic,11/12/2025,Surface,Moderate,Visual Inspection,636.39,case,1,I-103,1,263,199,34,30,Dial scratch,Handling error,Operator training,Visual inspection,Pending,0.8269
411,86,Functional,10/29/2025,Component,Minor,Visual Inspection,957.36,strap,2,I-103,1,123,105,3,15,Dial scratch,Handling error,Operator training,Visual inspection,In Progress,0.7384
412,97,Functional,10/03/2025,Internal,Minor,Automated Testing,66.98,movement,3,I-101,1,123,115,18,-10,Movement error,Calibration issue,Reset machine,Daily checks,Pending,0.7216
413,20,Structural,12/05/2025,Internal,Minor,Visual Inspection,608.64,case,3,I-103,1,103,96,9,-2,Movement error,Calibration issue,Reset machine,Daily checks,Pending,0.799
414,36,Structural,10/05/2025,Component,Moderate,Automated Testing,75.93,dial,1,I-104,1,422,404,63,-45,Movement error,Calibration issue,Reset machine,Daily checks,In Progress,0.8685
415,7,Structural,02/11/2026,Component,Critical,Automated Testing,477.58,strap,2,I-101,1,389,312,53,24,Movement error,Calibration issue,Reset machine,Daily checks,Pending,0.6744
416,53,Cosmetic,01/16/2026,Component,Moderate,Automated Testing,252.11,dial,1,I-102,1,280,220,11,49,Movement error,Calibration issue,Reset machine,Daily checks,Pending,0.8475
417,37,Cosmetic,12/16/2025,Component,Critical,Visual Inspection,987.71,dial,1,I-101,1,347,315,6,26,Case damage,Machine fault,Replace part,Routine maintenance,Pending,0.7874
418,81,Functional,11/22/2025,Internal,Moderate,Manual Testing,464.04,case,1,I-103,1,215,176,9,30,Dial scratch,Handling error,Operator training,Visual inspection,Pending,0.8269
419,61,Functional,10/14/2025,Component,Minor,Visual Inspection,694.29,movement,1,I-102,0,378,273,31,74,Case damage,Machine fault,Replace part,Routine maintenance,Pending,0.8238
420,56,Structural,12/20/2025,Surface,Critical,Automated Testing,829.49,case,3,I-101,1,464,361,15,88,Case damage,Machine fault,Replace part,Routine maintenance,Completed,0.7446
421,79,Functional,09/09/2025,Internal,Minor,Visual Inspection,466.04,case,3,I-104,1,168,137,5,26,Loose strap,Improper torque,Recalibrate tool,Set SOP,Pending,0.8387
422,12,Functional,12/11/2025,Internal,Moderate,Manual Testing,101.05,case,1,I-104,0,450,351,33,66,Case damage,Machine fault,Replace part,Routine maintenance,In Progress,0.8621
423,66,Cosmetic,09/04/2025,Internal,Critical,Automated Testing,748.29,case,2,I-101,1,353,279,5,69,Movement error,Calibration issue,Reset machine,Daily checks,Pending,0.7618
424,27,Structural,11/26/2025,Component,Moderate,Visual Inspection,438.54,strap,2,I-104,1,280,219,7,54,Movement error,Calibration issue,Reset machine,Daily checks,Completed,0.7869
425,88,Functional,10/26/2025,Component,Moderate,Visual Inspection,834.57,movement,2,I-104,1,417,296,28,93,Loose strap,Improper torque,Recalibrate tool,Set SOP,Pending,0.8352
426,62,Functional,01/22/2026,Internal,Critical,Manual Testing,655.02,dial,2,I-104,1,268,235,5,28,Loose strap,Improper torque,Recalibrate tool,Set SOP,Completed,0.8576
427,10,Structural,11/21/2025,Surface,Critical,Manual Testing,342.61,dial,1,I-102,1,412,357,27,28,Loose strap,Improper torque,Recalibrate tool,Set SOP,In Progress,0.8475
428,61,Structural,11/25/2025,Internal,Critical,Visual Inspection,539.5,movement,3,I-104,0,348,307,26,15,Loose strap,Improper torque,Recalibrate tool,Set SOP,Pending,0.8221
429,15,Functional,02/18/2026,Component,Moderate,Visual Inspection,487.41,dial,2,I-104,1,287,216,21,50,Loose strap,Improper torque,Recalibrate tool,Set SOP,Completed,0.8576
430,72,Structural,02/26/2026,Surface,Minor,Automated Testing,212.86,movement,1,I-104,1,153,119,20,14,Case damage,Machine fault,Replace part,Routine maintenance,In Progress,0.8475
431,77,Functional,01/12/2026,Surface,Critical,Visual Inspection,873.59,dial,2,I-102,1,425,371,35,19,Loose strap,Improper torque,Recalibrate tool,Set SOP,Pending,0.8352
432,56,Cosmetic,10/26/2025,Surface,Moderate,Automated Testing,389.21,case,2,I-101,1,456,395,34,27,Case damage,Machine fault,Replace part,Routine maintenance,Completed,0.7618
433,18,Cosmetic,01/02/2026,Component,Minor,Automated Testing,34.48,dial,1,I-103,1,412,346,27,39,Dial scratch,Handling error,Operator training,Visual inspection,Completed,0.8347
434,42,Functional,01/11/2026,Surface,Minor,Manual Testing,235.97,movement,3,I-104,1,237,189,29,19,Loose strap,Improper torque,Recalibrate tool,Set SOP,In Progress,0.8221
435,41,Structural,12/08/2025,Surface,Moderate,Visual Inspection,575.15,movement,3,I-101,1,267,255,36,-24,Loose strap,Improper torque,Recalibrate tool,Set SOP,In Progress,0.7216
436,44,Structural,02/17/2026,Surface,Minor,Visual Inspection,182.54,movement,1,I-104,1,490,389,63,38,Case damage,Machine fault,Replace part,Routine maintenance,Completed,0.8475
437,82,Cosmetic,01/05/2026,Component,Minor,Automated Testing,752.8,movement,3,I-102,1,202,167,21,14,Dial scratch,Handling error,Operator training,Visual inspection,In Progress,0.7955
438,39,Functional,09/12/2025,Component,Critical,Visual Inspection,214.33,movement,1,I-101,0,184,163,5,16,Case damage,Machine fault,Replace part,Routine maintenance,Completed,0.7571
439,63,Functional,11/12/2025,Surface,Moderate,Visual Inspection,716.26,strap,1,I-102,0,416,354,20,42,Case damage,Machine fault,Replace part,Routine maintenance,In Progress,0.7731
440,78,Structural,11/02/2025,Surface,Critical,Visual Inspection,608.46,strap,1,I-104,1,311,247,5,59,Loose strap,Improper torque,Recalibrate tool,Set SOP,Pending,0.8019
441,92,Structural,02/17/2026,Internal,Moderate,Automated Testing,255.47,dial,3,I-104,0,102,83,14,5,Movement error,Calibration issue,Reset machine,Daily checks,Completed,0.846
442,92,Structural,10/07/2025,Component,Minor,Manual Testing,914.32,movement,1,I-102,1,483,445,49,-11,Movement error,Calibration issue,Reset machine,Daily checks,Pending,0.8238
443,16,Cosmetic,02/24/2026,Internal,Critical,Automated Testing,519.15,dial,2,I-103,1,278,216,31,31,Case damage,Machine fault,Replace part,Routine maintenance,Pending,0.8216
444,63,Functional,10/09/2025,Internal,Moderate,Manual Testing,816.09,movement,3,I-102,1,441,326,23,92,Loose strap,Improper torque,Recalibrate tool,Set SOP,In Progress,0.7955
445,65,Functional,11/22/2025,Component,Minor,Manual Testing,481.11,movement,3,I-104,1,402,316,51,35,Dial scratch,Handling error,Operator training,Visual inspection,In Progress,0.8221
446,60,Cosmetic,09/20/2025,Component,Moderate,Automated Testing,780.05,strap,3,I-102,1,431,404,19,8,Movement error,Calibration issue,Reset machine,Daily checks,Pending,0.7391
447,58,Structural,09/09/2025,Internal,Minor,Automated Testing,750.51,strap,3,I-103,1,137,99,1,37,Dial scratch,Handling error,Operator training,Visual inspection,Completed,0.7202
448,69,Functional,01/09/2026,Component,Moderate,Manual Testing,908.59,case,2,I-102,0,338,330,21,-13,Movement error,Calibration issue,Reset machine,Daily checks,In Progress,0.8275
449,7,Functional,11/09/2025,Component,Moderate,Visual Inspection,705.47,strap,3,I-103,1,268,228,24,16,Loose strap,Improper torque,Recalibrate tool,Set SOP,In Progress,0.7202
450,80,Functional,12/23/2025,Internal,Minor,Automated Testing,406.28,case,3,I-103,1,496,483,38,-25,Case damage,Machine fault,Replace part,Routine maintenance,Completed,0.799
451,55,Functional,09/02/2025,Internal,Critical,Manual Testing,295.41,case,1,I-102,1,442,425,57,-40,Dial scratch,Handling error,Operator training,Visual inspection,In Progress,0.8402
452,6,Structural,11/03/2025,Internal,Critical,Visual Inspection,903.36,case,3,I-102,1,413,341,10,62,Dial scratch,Handling error,Operator training,Visual inspection,Pending,0.8139
453,86,Structural,01/16/2026,Component,Moderate,Manual Testing,803.65,case,2,I-101,1,405,306,35,64,Case damage,Machine fault,Replace part,Routine maintenance,Pending,0.7618
454,70,Functional,11/29/2025,Component,Moderate,Automated Testing,359.69,case,2,I-104,1,129,96,10,23,Dial scratch,Handling error,Operator training,Visual inspection,Completed,0.8508
455,50,Structural,11/29/2025,Component,Moderate,Manual Testing,699.69,dial,2,I-103,1,289,221,14,54,Movement error,Calibration issue,Reset machine,Daily checks,Pending,0.8216
456,20,Structural,12/05/2025,Surface,Critical,Manual Testing,281.81,strap,2,I-101,0,456,409,57,-10,Case damage,Machine fault,Replace part,Routine maintenance,In Progress,0.6744
457,63,Structural,12/11/2025,Surface,Minor,Automated Testing,896.04,case,3,I-102,1,124,96,14,14,Movement error,Calibration issue,Reset machine,Daily checks,In Progress,0.8139
458,66,Functional,12/23/2025,Internal,Moderate,Visual Inspection,587.69,movement,3,I-104,0,211,167,23,21,Movement error,Calibration issue,Reset machine,Daily checks,In Progress,0.8221
459,64,Functional,10/27/2025,Component,Moderate,Automated Testing,623.52,strap,2,I-101,0,305,251,40,14,Loose strap,Improper torque,Recalibrate tool,Set SOP,Pending,0.6744
460,66,Structural,02/10/2026,Component,Minor,Visual Inspection,668.05,strap,2,I-103,0,284,271,31,-18,Movement error,Calibration issue,Reset machine,Daily checks,In Progress,0.7384
461,95,Functional,11/01/2025,Internal,Minor,Visual Inspection,571.02,case,3,I-101,1,481,362,20,99,Loose strap,Improper torque,Recalibrate tool,Set SOP,In Progress,0.7446
462,56,Structural,10/19/2025,Internal,Minor,Manual Testing,918.39,dial,2,I-103,1,478,335,51,92,Dial scratch,Handling error,Operator training,Visual inspection,Completed,0.8216
463,75,Functional,11/14/2025,Surface,Minor,Automated Testing,669.62,case,1,I-102,1,146,104,7,35,Dial scratch,Handling error,Operator training,Visual inspection,Pending,0.8402
464,81,Functional,09/27/2025,Component,Moderate,Visual Inspection,581.01,dial,2,I-104,1,473,450,20,3,Loose strap,Improper torque,Recalibrate tool,Set SOP,In Progress,0.8576
465,39,Structural,01/19/2026,Internal,Minor,Manual Testing,899.45,movement,2,I-104,1,327,288,6,33,Movement error,Calibration issue,Reset machine,Daily checks,In Progress,0.8352
466,57,Cosmetic,09/05/2025,Surface,Critical,Visual Inspection,764.59,strap,1,I-104,0,138,107,15,16,Case damage,Machine fault,Replace part,Routine maintenance,In Progress,0.8019
467,83,Cosmetic,10/29/2025,Internal,Moderate,Automated Testing,150.16,movement,1,I-102,1,115,86,12,17,Case damage,Machine fault,Replace part,Routine maintenance,In Progress,0.8238
